Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Nop6b/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1,1.7309409393278767e-6,1.6847845923822602e-6,1.7734689316780218e-6,1.8136743093616038e-7,1.4682070288568708e-7,2.2141611493605883e-7
Nop1c/ExMemory 1,7.114210613364374e-7,6.943070254984311e-7,7.274094558248968e-7,7.160177756843003e-8,6.071576313060675e-8,8.574063023101972e-8
Nop2c/ExMemory 1/ExMemory 1,8.934857011979629e-7,8.777074719705191e-7,9.116108713034439e-7,8.148902042993108e-8,6.847529318038909e-8,9.56921136609534e-8
Nop3c/ExMemory 1/ExMemory 1/ExMemory 1,1.1824387146316133e-6,1.1426642163977778e-6,1.2170097493381415e-6,1.723060151945235e-7,1.4513257547944347e-7,2.0899146192374732e-7
Nop4c/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1,1.228087893448554e-6,1.204197716867159e-6,1.2501743085962264e-6,1.015715080752885e-7,8.172395511156346e-8,1.2218247157788417e-7
Nop5c/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1,1.4355439236758038e-6,1.4038971305559416e-6,1.4684719975873815e-6,1.5466124855181103e-7,1.291196582331761e-7,1.8954365799409538e-7
Nop6c/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1,1.464912276307525e-6,1.4300373865063105e-6,1.5016116007914158e-6,1.6175257234467538e-7,1.4496495320644505e-7,1.8877255683946558e-7
Nop1o/ExMemory 1,6.910848032971205e-7,6.705454552867234e-7,7.179061503415579e-7,1.0600673372195777e-7,9.075798188003185e-8,1.3105924768572627e-7
Nop2o/ExMemory 1/ExMemory 1,8.329480858049731e-7,8.111333460489925e-7,8.906649170057965e-7,1.3723011588278611e-7,7.151709324100101e-8,2.764810905191872e-7
Nop3o/ExMemory 1/ExMemory 1/ExMemory 1,9.686321950359995e-7,9.257016390066234e-7,1.1448301417027703e-6,2.919293588855707e-7,1.0885095754706195e-7,6.369076997832787e-7
Nop4o/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1,1.1710658359061986e-6,1.1462938896288634e-6,1.2179132718009018e-6,1.4906926074223974e-7,1.155528261446704e-7,1.9287877621999166e-7
Nop5o/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1,1.3062701693753385e-6,1.2721670574059235e-6,1.3525927224301609e-6,1.655529338535486e-7,1.4043552264882408e-7,2.14577202077956e-7
Nop6o/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1,1.493879586313542e-6,1.4589208887704814e-6,1.5449986583135068e-6,1.8079359790647747e-7,1.459982445330798e-7,2.3772930591729647e-7
Nop1z/ExMemory 1,6.908040634276411e-7,6.698084761138831e-7,7.207785995282327e-7,1.129213355581453e-7,9.060390505525563e-8,1.46068299572719e-7
Nop2z/ExMemory 1/ExMemory 1,7.834634481425725e-7,7.696361320538235e-7,8.021839171182511e-7,7.103660850949904e-8,6.080139679494292e-8,8.493434211530123e-8
Nop3z/ExMemory 1/ExMemory 1/ExMemory 1,9.397070391429242e-7,9.157819629573903e-7,9.63244548493223e-7,9.92622795387474e-8,8.778264269953281e-8,1.1611443138810018e-7
Nop4z/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1,1.178995490934931e-6,1.1475653853554889e-6,1.21128408014682e-6,1.497708286151069e-7,1.2105825846603354e-7,1.8647465684625312e-7
Nop5z/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1,1.3084284137402571e-6,1.275059076375349e-6,1.3487126458852379e-6,1.6637892349827697e-7,1.3559717730413954e-7,2.1150831546516365e-7
Nop6z/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1/ExMemory 1,1.4619100600215752e-6,1.4244188438604323e-6,1.5068094139534068e-6,1.7743160984623762e-7,1.4172061888261124e-7,2.2581601967813437e-7
