Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
SerialiseData/ExMemory 39,6.542579393945718e-6,6.4192684497061975e-6,6.794671844480985e-6,5.598145370948851e-7,3.5087057876886186e-7,8.847687467256137e-7
SerialiseData/ExMemory 82,1.0952932614114856e-5,1.0532359550503245e-5,1.1929508605328792e-5,2.1666921775359256e-6,1.2322952848842157e-6,3.5592939320838084e-6
SerialiseData/ExMemory 54,8.411730867962572e-6,8.288222473538973e-6,8.616911535061943e-6,5.060032907465659e-7,2.4728124009046473e-7,9.181868925663399e-7
SerialiseData/ExMemory 212,2.368551047308757e-4,2.294741136856008e-4,2.4987256705059707e-4,3.423121459010176e-5,2.266769830843141e-5,6.124180880266581e-5
SerialiseData/ExMemory 3089,2.4666738341439236e-3,2.4476253834522436e-3,2.5261123341792247e-3,1.0130114706190036e-4,3.153948278919191e-5,2.0473252367193763e-4
SerialiseData/ExMemory 4,1.2663740972870315e-6,1.2056907710639567e-6,1.4613576572344559e-6,3.544156429871562e-7,1.5965582698282497e-7,6.864404698108378e-7
SerialiseData/ExMemory 212,2.2353177521726387e-4,2.1820181838268734e-4,2.3294243059146703e-4,2.222614537247942e-5,1.2714577601183797e-5,3.542999418195241e-5
SerialiseData/ExMemory 238,2.2639366782161607e-4,2.1838961838444647e-4,2.5828222627846946e-4,4.606305499684217e-5,1.8827017881096253e-5,9.715019242399607e-5
SerialiseData/ExMemory 44,1.6282788269785191e-6,1.5791282665712586e-6,1.6994561727918304e-6,2.0266622350483932e-7,1.2143924085818867e-7,3.5844835647690544e-7
SerialiseData/ExMemory 4,1.1554163313203087e-6,1.1286087142709071e-6,1.199939011951867e-6,1.1277996502378745e-7,7.676027436529766e-8,1.5704463189014213e-7
SerialiseData/ExMemory 309,2.302675703027861e-4,2.2197133136502492e-4,2.4181703530712172e-4,3.2462759143421656e-5,2.163530108906508e-5,4.159469419879623e-5
SerialiseData/ExMemory 1369,1.1247661260926033e-3,1.0960060642698159e-3,1.1721375961731664e-3,1.1681771346990505e-4,8.457552896003667e-5,1.7643007902659998e-4
SerialiseData/ExMemory 3914,3.4269957784294927e-3,3.315320425129878e-3,3.5824391187994783e-3,3.9591325895623993e-4,2.745634543543823e-4,5.942943718951119e-4
SerialiseData/ExMemory 92,3.0071625968970393e-6,2.9928689428661437e-6,3.0369538151354115e-6,6.55094813340538e-8,4.018854865242541e-8,1.0210778908780484e-7
SerialiseData/ExMemory 47,2.4702520466080475e-6,2.3658666856582312e-6,2.862984868976973e-6,5.786492855012444e-7,1.4477719414983848e-7,1.1862496375335756e-6
SerialiseData/ExMemory 28,1.843241069174535e-6,1.8380891546691032e-6,1.8479801538836356e-6,1.6571124297297334e-8,1.3211207059725956e-8,2.2198781565541924e-8
SerialiseData/ExMemory 9,1.2988743190089835e-6,1.2193176311019635e-6,1.463499065744164e-6,3.476392143456329e-7,5.48344622464542e-8,5.699424449191694e-7
SerialiseData/ExMemory 14,1.2346724887418924e-6,1.2265033440400726e-6,1.251171234701294e-6,3.758898568810089e-8,2.3820810195782694e-8,5.584312530001906e-8
SerialiseData/ExMemory 44,1.9402918026636833e-6,1.914134711339939e-6,1.975938780077696e-6,1.0792046672267355e-7,8.230725493987015e-8,1.4613723489507275e-7
SerialiseData/ExMemory 14,1.3314497518533673e-6,1.3003899351824292e-6,1.3741501805855499e-6,1.2533938592308057e-7,1.0139775241177343e-7,1.527749493780679e-7
SerialiseData/ExMemory 14,1.335868996055221e-6,1.3199702333222022e-6,1.37826644496723e-6,7.675024753685111e-8,4.712237559798273e-8,1.1367261836546555e-7
SerialiseData/ExMemory 4,1.1230355792035578e-6,1.0963560770784857e-6,1.162469113752787e-6,1.0600882693849866e-7,5.2916665734524955e-8,1.5069214103035448e-7
SerialiseData/ExMemory 13,1.42938174220542e-6,1.3888986204477897e-6,1.4774979166726667e-6,1.601969204435447e-7,1.3258447342342342e-7,1.8730707033533027e-7
SerialiseData/ExMemory 17474,1.5397386437424995e-3,1.4823412688324427e-3,1.610226470750738e-3,2.175597588376584e-4,1.783145630395451e-4,2.562761264962587e-4
SerialiseData/ExMemory 52,4.682516858971158e-6,4.613416713755234e-6,4.83384010352055e-6,3.37367868164388e-7,1.2443863621782685e-7,5.47744200364794e-7
SerialiseData/ExMemory 82,5.626894699541434e-6,5.588439222138031e-6,5.740546468413646e-6,2.268848219903862e-7,5.2568384962299455e-8,4.3109101672915583e-7
SerialiseData/ExMemory 162,1.2816116985662218e-5,1.2430987613650415e-5,1.3618387546566464e-5,1.5538650584513885e-6,8.923695800212239e-7,2.5841931694677653e-6
SerialiseData/ExMemory 11019,8.437305323932343e-4,8.288674990433222e-4,8.898804214756932e-4,8.08719868461009e-5,4.031124941712347e-5,1.4901928970250771e-4
SerialiseData/ExMemory 442,3.269703699115223e-5,3.192758270604763e-5,3.412858331137335e-5,3.2728977530837684e-6,1.735854424785347e-6,5.7386534701661055e-6
SerialiseData/ExMemory 4,1.1391983740207615e-6,1.1136025407800258e-6,1.175387120659949e-6,9.986355752669702e-8,6.314852038760867e-8,1.397973616335086e-7
SerialiseData/ExMemory 186,1.2912719569540583e-5,1.231993862607428e-5,1.3721735100352015e-5,1.9853053252939535e-6,1.2265941564055441e-6,3.5388894399311205e-6
SerialiseData/ExMemory 424,3.397195005144308e-5,3.293050920185339e-5,3.5964780354123486e-5,4.673150719407225e-6,3.2117528221307125e-6,7.342158278530964e-6
SerialiseData/ExMemory 198,1.2215720589893738e-5,1.1752630119947403e-5,1.3433575528686918e-5,2.3975942042039633e-6,1.4232017327401593e-6,4.5183408033434425e-6
SerialiseData/ExMemory 4,1.1344611019755784e-6,1.1130082386803777e-6,1.1757679508286242e-6,1.0024662199800511e-7,6.981619120213655e-8,1.5825799284016577e-7
SerialiseData/ExMemory 8,1.3312098787855628e-6,1.2283044975366494e-6,1.8455369718753202e-6,6.786900221423175e-7,1.0511962789488523e-8,1.444324512953023e-6
SerialiseData/ExMemory 4,1.1241019506307546e-6,1.0979850403716137e-6,1.1833396930988041e-6,1.1860962929490308e-7,4.314523189138089e-8,2.2538187934631184e-7
SerialiseData/ExMemory 12201,2.7832358095743388e-3,2.7495997323077215e-3,2.84226284130659e-3,1.519123911293405e-4,8.569719743922707e-5,2.7332437097719013e-4
SerialiseData/ExMemory 98,1.6663499872463544e-5,1.589454874224432e-5,1.7379588814778837e-5,2.521298760025453e-6,1.726666848110197e-6,3.3427968602413066e-6
SerialiseData/ExMemory 209,4.5224073980833476e-5,4.5071611408204504e-5,4.551242668658822e-5,6.402255311414225e-7,4.181551096609968e-7,9.153027031361126e-7
SerialiseData/ExMemory 315,6.755901626355296e-5,6.53353557831184e-5,7.130752162269778e-5,1.0098852246306542e-5,4.9112120198684885e-6,1.7080355630370766e-5
SerialiseData/ExMemory 1111,2.0862553192666105e-4,2.0212733858385968e-4,2.1586180925008093e-4,2.2371333827879534e-5,1.94101296094425e-5,2.3784304428396816e-5
SerialiseData/ExMemory 760,1.8861385249190757e-4,1.8122199557100502e-4,2.013371510666905e-4,3.190038235556743e-5,2.1801622953927426e-5,5.2223157137262686e-5
SerialiseData/ExMemory 3961,8.693083723613085e-4,8.570524103179713e-4,8.917500917060176e-4,5.362819195941513e-5,2.1887047051040448e-5,9.613784191421282e-5
SerialiseData/ExMemory 2095,4.495811687495066e-4,4.22519972170512e-4,5.159189637674924e-4,1.5132126653988513e-4,5.336124180646155e-5,2.763290208592053e-4
SerialiseData/ExMemory 247,5.904329031284345e-5,5.795082914640006e-5,6.159086011306664e-5,4.829724108284326e-6,2.715037212797486e-6,8.22487827840895e-6
SerialiseData/ExMemory 1130,2.3388730095866164e-4,2.2886455029574786e-4,2.4533290118939455e-4,2.4579088086738143e-5,1.715077701918624e-5,3.564563645286529e-5
SerialiseData/ExMemory 2202,4.450353991337478e-4,4.3432345172236657e-4,4.613581463922109e-4,4.5861986723210395e-5,2.9663999099247602e-5,6.282460478769848e-5
SerialiseData/ExMemory 4,1.1023765609581026e-6,1.0943745884150125e-6,1.1248465199716369e-6,4.696018383695116e-8,7.887792380798475e-9,8.960683578901826e-8
SerialiseData/ExMemory 758,1.6343510999182977e-4,1.5898458189517238e-4,1.7053794995332315e-4,1.8563688042943913e-5,1.3947757285156365e-5,2.3130137500925238e-5
SerialiseData/ExMemory 94,2.176207500283415e-5,2.1332657289166547e-5,2.2375512984385102e-5,1.6941575582398319e-6,1.0687662630970007e-6,2.2717392632476542e-6
SerialiseData/ExMemory 336,6.632233000896618e-5,6.396886182482759e-5,6.924299023161165e-5,9.488447909721299e-6,8.130813056725668e-6,1.076230422799911e-5
SerialiseData/ExMemory 3440,7.60620086516512e-4,7.335155708757195e-4,7.906860989407501e-4,9.800616347795087e-5,7.420935363177513e-5,1.203320904693794e-4
SerialiseData/ExMemory 4,1.1212728300474382e-6,1.1084582410196684e-6,1.1537063560956925e-6,6.74580059096334e-8,3.894567542864167e-8,1.0882057943251762e-7
SerialiseData/ExMemory 1930,4.299759469940971e-4,4.187798129995178e-4,4.443021223713253e-4,4.052998716684743e-5,3.235369139894254e-5,4.782363252009175e-5
SerialiseData/ExMemory 22,5.309153629694568e-6,5.211822952772789e-6,5.479308949230048e-6,4.6025081563023074e-7,2.724576150716369e-7,7.027421956454473e-7
SerialiseData/ExMemory 162,2.562310816022766e-5,2.4498751428160256e-5,2.682191935851797e-5,4.0041390185074915e-6,3.0530634791971937e-6,5.7153877083578784e-6
SerialiseData/ExMemory 1805,4.1861101948132063e-4,4.054497372263756e-4,4.3385696080140387e-4,4.549232962578852e-5,3.347114250537977e-5,5.8409815949298236e-5
SerialiseData/ExMemory 282,5.177627551924964e-5,5.003275559879784e-5,5.6293145133771806e-5,8.792905586569115e-6,3.053732811342705e-6,1.621978837118351e-5
SerialiseData/ExMemory 684,1.631527354716902e-4,1.5869201048327315e-4,1.6919540103365712e-4,1.614094607565828e-5,1.1868885954214428e-5,2.1816542261008925e-5
SerialiseData/ExMemory 520,9.24132072233259e-5,8.910962589299744e-5,1.0010904202080941e-4,1.5238453549294498e-5,6.935498861972785e-6,2.6438073326946203e-5
SerialiseData/ExMemory 847,1.894941796202857e-4,1.8529219682390804e-4,1.995800101949539e-4,2.076491618506532e-5,1.408997631613045e-5,2.826175137800982e-5
SerialiseData/ExMemory 170,3.380895224993933e-5,3.206051094530078e-5,4.045095148765422e-5,1.0423627162399e-5,3.6816429911880102e-6,2.0912971887484556e-5
SerialiseData/ExMemory 87,1.8801728915353625e-5,1.8187274418446795e-5,1.972785198656154e-5,2.278216540669348e-6,1.707245591563908e-6,2.777087258894366e-6
SerialiseData/ExMemory 5575,1.60159301734384e-4,1.5637045317123645e-4,1.6990349620661866e-4,2.055524362474859e-5,1.1230386863657243e-5,3.818665215983022e-5
SerialiseData/ExMemory 87391,2.6863350575182716e-3,2.634509409968097e-3,2.790306735065886e-3,2.4399895928082187e-4,1.5170424536404848e-4,3.606650724346105e-4
SerialiseData/ExMemory 1011,2.6493276367403248e-5,2.5983275935621918e-5,2.7240850952317335e-5,2.0824414855799726e-6,1.5168769174357013e-6,2.703797877416126e-6
SerialiseData/ExMemory 4,1.2170735094638027e-6,1.1720437210073855e-6,1.2689959234495953e-6,1.6620557372547148e-7,1.3307906312360181e-7,2.1869725182262368e-7
SerialiseData/ExMemory 4,1.0978453312605364e-6,1.0966167232579673e-6,1.1008899272978372e-6,6.165339139421679e-9,3.0865896655795027e-9,1.0315291502959495e-8
SerialiseData/ExMemory 17612,4.979205543817776e-4,4.8278240230488446e-4,5.253079745271473e-4,6.121270893279151e-5,3.156046959357397e-5,1.1053458233417349e-4
SerialiseData/ExMemory 4989,1.303120043956049e-4,1.2925142231326082e-4,1.322784263232038e-4,4.498010272009941e-6,3.3146501307056813e-6,6.197547040297722e-6
SerialiseData/ExMemory 298,8.956220050919413e-6,8.674241811934954e-6,9.623967771393508e-6,1.465749079184333e-6,4.799758163907994e-7,2.662715611047773e-6
SerialiseData/ExMemory 108921,2.958979909422858e-3,2.926213837264746e-3,3.0449737242954212e-3,1.5041938310258538e-4,7.304360165611906e-5,2.525254806522468e-4
SerialiseData/ExMemory 26649,7.484405000537214e-4,7.196564704306731e-4,8.268255374051306e-4,1.6539880197196933e-4,3.4770648825836476e-5,3.4251478206584934e-4
SerialiseData/ExMemory 733,1.9896125139887026e-5,1.958071128735504e-5,2.0466334270161484e-5,1.502822540283959e-6,9.98897268443501e-7,2.363078336851129e-6
SerialiseData/ExMemory 294952,8.878728299430259e-3,8.710351705074797e-3,9.104541998571594e-3,5.510365541057199e-4,4.07097285535562e-4,6.923980997400377e-4
SerialiseData/ExMemory 5876,1.5692909145072483e-4,1.5572028072500266e-4,1.6019615263665747e-4,5.660002821079819e-6,2.544386064362123e-6,1.1315369861944778e-5
SerialiseData/ExMemory 8772,2.3932611608377228e-4,2.3691900637231016e-4,2.450083880397295e-4,1.1316290117713578e-5,7.205727215211998e-6,1.9176580261597673e-5
SerialiseData/ExMemory 19513,5.242776987202855e-4,5.203190552487335e-4,5.306582066663762e-4,1.668173818862812e-5,4.003338906829926e-6,2.44849295024952e-5
SerialiseData/ExMemory 8153,2.1513460801592024e-4,2.1331901175863322e-4,2.2060428798648758e-4,9.00112637047901e-6,2.0121111977095e-6,1.8063414625550446e-5
SerialiseData/ExMemory 3190,8.565111040484316e-5,8.4367188894785e-5,8.809884713279209e-5,5.598461395274194e-6,2.4599063501315636e-6,9.48893750267436e-6
SerialiseData/ExMemory 2989,7.839073493530787e-5,7.708386148025709e-5,8.087089720039205e-5,6.000050670035438e-6,3.88924733035355e-6,9.964366981711675e-6
SerialiseData/ExMemory 2660,7.199070194732723e-5,7.052712198820767e-5,7.464915236935876e-5,5.872264301763502e-6,4.175881866153614e-6,7.812026667285009e-6
SerialiseData/ExMemory 8983,2.505193657963707e-4,2.459789589678434e-4,2.574958770746639e-4,1.756280720330041e-5,1.1053506574068154e-5,2.519779210632612e-5
SerialiseData/ExMemory 74334,2.8231365756985174e-2,2.7657196876042418e-2,2.9296129225072524e-2,1.7106352261250036e-3,6.654227417170313e-4,2.5126705327957327e-3
SerialiseData/ExMemory 144412,5.563035566258293e-2,5.4174264560690126e-2,5.81603040340159e-2,3.2674939431657155e-3,2.2751617175503372e-3,4.156230686714483e-3
SerialiseData/ExMemory 29693,1.1429959837927895e-2,1.1043318107276667e-2,1.194963399264161e-2,1.218817443691925e-3,9.847795883177316e-4,1.6787286059413151e-3
SerialiseData/ExMemory 11646,4.541770021317508e-3,4.384083283692066e-3,4.8257272008698626e-3,6.62265269760762e-4,3.5976362065203576e-4,1.0779630530088505e-3
SerialiseData/ExMemory 40352,1.5649974192169118e-2,1.5287209729668306e-2,1.6331288963322844e-2,1.1567538593638188e-3,6.912475005762588e-4,1.9311311623022094e-3
SerialiseData/ExMemory 4,1.0839193160574819e-6,1.0417722666343437e-6,1.2397512640919518e-6,2.5395177386965904e-7,2.523822047322985e-8,5.37043736802988e-7
SerialiseData/ExMemory 4895,1.7567389477391665e-3,1.6955277058795558e-3,1.8212893190734125e-3,2.2902153817391997e-4,1.7575536007282533e-4,2.767393720662916e-4
SerialiseData/ExMemory 4559,1.7898782300840765e-3,1.7200885726586024e-3,1.871383596154474e-3,2.615972791853851e-4,2.3067285136830934e-4,3.088362259968891e-4
SerialiseData/ExMemory 69154,2.6350751675179786e-2,2.5734563720934807e-2,2.7115270911313417e-2,1.5495567134880565e-3,9.812247952566248e-4,2.2096950889860354e-3
SerialiseData/ExMemory 8760,3.2099101594824228e-3,3.1517654090642616e-3,3.334790146410581e-3,2.688291049370102e-4,1.7164479238836227e-4,4.3227679078217205e-4
SerialiseData/ExMemory 73157,2.9209688049862157e-2,2.841241233642197e-2,3.1034122631296977e-2,2.536300884157532e-3,1.4153672616439667e-3,4.257192968429018e-3
SerialiseData/ExMemory 2088,7.085177140336935e-4,6.872106922583272e-4,7.372113403376614e-4,7.867254189678178e-5,5.869615744743966e-5,1.082492022281178e-4
SerialiseData/ExMemory 5098,1.9391537371179735e-3,1.8818831335151265e-3,2.0343640182982634e-3,2.5543219300874185e-4,1.3920016771579044e-4,4.2131887920332365e-4
SerialiseData/ExMemory 880,3.010893019371579e-4,2.9281276959687347e-4,3.1762427975909596e-4,3.74106359788834e-5,2.4324838340453372e-5,5.6215909753787437e-5
SerialiseData/ExMemory 4634,1.7391075379233547e-3,1.6738300151822128e-3,1.8518920503059167e-3,2.849077378452988e-4,1.5541526644713492e-4,5.0949069729931e-4
SerialiseData/ExMemory 5428,2.036057666013861e-3,1.998854636205256e-3,2.094022330990987e-3,1.6493916468260817e-4,1.3716906134917528e-4,2.0951105671756444e-4
SerialiseData/ExMemory 156132,6.064954536805487e-2,5.827351445826053e-2,6.795011054573938e-2,7.481762637546419e-3,2.4504059885241706e-3,1.2980358787765683e-2
SerialiseData/ExMemory 73955,2.9110959051948614e-2,2.7837203802620083e-2,3.0802986339890752e-2,2.91880836185209e-3,2.1241497142820355e-3,3.8398163477635174e-3
SerialiseData/ExMemory 8,1.3214628396723883e-6,1.2903975929506227e-6,1.3555390206776821e-6,1.1067649686255458e-7,8.168367134784648e-8,1.3594212031042942e-7
SerialiseData/ExMemory 43716,1.7132870623301766e-2,1.660163867021572e-2,1.7902164659034374e-2,1.6398421580843783e-3,1.1006957596999259e-3,2.596531025030921e-3
SerialiseData/ExMemory 20694,3.088442658913283e-3,2.99978674871653e-3,3.2138006811767827e-3,3.907950548480068e-4,3.118345841624165e-4,4.945394799245669e-4
SerialiseData/ExMemory 5681,6.950282759130156e-4,6.781215828701774e-4,7.191845941323705e-4,6.431940166099089e-5,3.902459144057493e-5,9.579348356243677e-5
SerialiseData/ExMemory 771,8.696546503547369e-5,8.53408737128117e-5,8.971890697145653e-5,7.5307472361807284e-6,4.391810969139744e-6,1.2194992335839123e-5
SerialiseData/ExMemory 13857,1.7291370399724166e-3,1.701638004349588e-3,1.7780490020892928e-3,1.144904244495718e-4,5.631405919308286e-5,1.6663744035799808e-4
SerialiseData/ExMemory 166520,2.5232298637717074e-2,2.46676334841809e-2,2.7196497833933974e-2,1.9104698793286862e-3,8.120314815290421e-4,3.2852079786518185e-3
SerialiseData/ExMemory 699,8.008805233330225e-5,7.924029142333449e-5,8.172147738049051e-5,3.8105144669376824e-6,1.9364858193093084e-6,6.1685402112074915e-6
SerialiseData/ExMemory 20380,2.524527043440685e-3,2.4709067570924783e-3,2.6012528128004603e-3,2.2929271410321e-4,1.6499196613463827e-4,3.2268162697208277e-4
SerialiseData/ExMemory 2234,2.452500750613741e-4,2.4120133658755063e-4,2.550258058067222e-4,2.0005772691662677e-5,1.4167671447108205e-5,3.2470624531030805e-5
SerialiseData/ExMemory 53628,8.180982605429312e-3,7.991113784230126e-3,8.459852805659503e-3,6.940939486569465e-4,5.720751901309514e-4,8.664256045040584e-4
SerialiseData/ExMemory 13071,1.5154751217326282e-3,1.4870787591686242e-3,1.5651047733192358e-3,1.3983016982526422e-4,9.499947779729336e-5,1.91555736620612e-4
SerialiseData/ExMemory 116095,2.045748875872441e-2,1.9891526393738906e-2,2.1253803510097046e-2,1.5841089284397948e-3,1.126857583290441e-3,2.1825425771059693e-3
SerialiseData/ExMemory 95572,1.683797242166324e-2,1.636235626143979e-2,1.760860475066819e-2,1.4927774523065464e-3,9.438112129436007e-4,2.085301459964246e-3
SerialiseData/ExMemory 213953,3.955024366324262e-2,3.818465996237974e-2,4.227333069971157e-2,3.8287274372465164e-3,2.282311155260463e-3,6.001524376969344e-3
SerialiseData/ExMemory 27674,4.391050577704304e-3,4.308351251491116e-3,4.531823235098189e-3,3.254099162191051e-4,2.447163725793517e-4,4.3528030746305943e-4
SerialiseData/ExMemory 562521,0.10244525006251176,0.10102513510852106,0.10425194034540149,2.656363889398863e-3,1.8516155891378204e-3,3.780460733439928e-3
SerialiseData/ExMemory 4,1.1750715369660924e-6,1.1095052929196161e-6,1.3383424528908652e-6,3.309690159955923e-7,1.4657208443151303e-7,6.268916619863175e-7
SerialiseData/ExMemory 45168,7.579227409981711e-3,7.463580380437304e-3,7.773614001398244e-3,3.809844702604381e-4,2.0759845000043608e-4,6.004537350273863e-4
SerialiseData/ExMemory 33710,5.870510654938253e-3,5.754433019912403e-3,6.028373118873668e-3,4.609917646062167e-4,3.25629519178976e-4,7.164376019366428e-4
SerialiseData/ExMemory 36108,5.974382385970758e-3,5.825942838100004e-3,6.205900880448849e-3,5.769420304493153e-4,3.7309747394146536e-4,9.152861782568369e-4
SerialiseData/ExMemory 1929,2.589343890430603e-4,2.5736138484566126e-4,2.6378128509882583e-4,9.434757821920537e-6,4.218716514412903e-6,1.6780050972342878e-5
SerialiseData/ExMemory 23269,5.214201891835474e-4,5.174594138337806e-4,5.319449866359062e-4,2.3638836840656283e-5,9.57833825539344e-6,3.912330994973797e-5
SerialiseData/ExMemory 65000,1.7006921723809842e-3,1.6574498519216722e-3,1.7999834386277496e-3,2.0146242507130068e-4,1.297164949762833e-4,3.229776235177765e-4
SerialiseData/ExMemory 156119,4.141373779925066e-3,4.051497947698383e-3,4.282258682698334e-3,3.6486592277036947e-4,2.636645946530164e-4,5.109706862447787e-4
SerialiseData/ExMemory 39785,1.006434879345167e-3,9.804629266564255e-4,1.04972230044238e-3,1.2055568868999056e-4,8.356757844757133e-5,1.8541594434553563e-4
